artwork_id,artist_name,title,exhibition_history,is_on_view,date,category_titles,artwork_type_title
93807,"Ivan Albright (American, 1897–1983)",Memories of the Past,"Chicago, Walden Book Shop Gallery, <em>The First Collected Exhibition of American Paintings by Ivan Le Lorraine Albright</em>, Aug. 15–Sept. 15, 1930, cat. 9.

Art Institute of Chicago, <em>Paintings by George and Martin Baer and Ivan Le Lorraine Albright</em>, July 23–Oct. 11, 1931, no. 15.

White Sulphur Springs, West Virginia, Old White Art Gallery, Greenbriar Hotel, <em>Ivan Le Lorraine Albright</em>, July 1–Aug. 1, 1935, cat. 7.

Art Institute of Chicago, <a href=""https://www.artic.edu/exhibitions/4281/ivan-albright-retrospective""><em>Ivan Albright Retrospective Exhibition</em></a>, Oct. 30–Dec. 27, 1964, cat. 13; New York, Whitney Museum of American Art, Feb. 3–Mar. 21, 1965.

Art Institute of Chicago, <a href=""https://www.artic.edu/exhibitions/6728/ivan-albright-1978""><em>Works from the Collection by Ivan Albright</em></a>, Oct. 21–Dec. 10, 1978, cat. 4.

Evanston, Mary and Leigh Block Gallery, Northwestern University, <em>Thinking Modern: Painting in Chicago 1910–1940</em>, Jan. 18–Apr. 5, 1992, no cat.

Art Institute of Chicago, <a href=""https://www.artic.edu/exhibitions/8201/ivan-albright-1997""><em>Ivan Albright</em></a>, Feb. 20–May 11, 1997, cat.; New York, Metropolitan Museum of Art, <em>Ivan Albright: Magic Realist</em>, June 10–Sept. 7, 1997.",False,1927,Chicago Artists,Painting
93806,"Ivan Albright (American, 1897–1983)",I Drew A Picture in the Sand and the Water Washed It Away,"Chicago, Walden Book Shop Galleries, <em>The First Collected Exhibition of American Paintings by Ivan Le Lorraine Albright</em>, Aug. 15–Sept. 15, 1930, cat. 8, as <em>The Theosophist</em>.

Art Institute of Chicago, <em>Paintings by George and Martin Baer and Ivan Le Lorraine Albright</em>, July 13–Oct. 11, 1931, no. 27, as <em>The Theosophist</em>.

White Sulphur Springs, West Virginia, Old White Art Gallery, Greenbriar Hotel, <em>Ivan Le Lorraine Albright</em>, July 1–Aug. 1, 1935.

Art Institute of Chicago, <em>39th Annual Exhibition by Artists of Chicago and Vicinity</em>, Jan. 31–Mar. 10, 1935, cat. 5.

Philadelphia, Pennsylvania Academy of Fine Art, <em>131st Annual Exhibition</em>, Jan. 26–Mar. 1, 1936, cat. 272.

New York, Associated American Artists Galleries, <em>First Joint Exhibition: The Albright Twins</em>, Oct. 22–Nov. 10, 1945, cat. 15.

Chicago, Arts Club, <em>Exhibition of Professional Members</em>, Mar. 1947.

Art Institute of Chicago, <a href=""https://www.artic.edu/exhibitions/4281/ivan-albright-retrospective""><em>Ivan Albright Retrospective Exhibition</em></a>, Oct. 30–Dec. 27, 1964, cat.; New York, Whitney Museum of American Art, Feb. 3–Mar. 21, 1965, as <em>I Drew a Picture in the Sand and the Water Washed it Away [The Theosophist]</em>.

Art Institute of Chicago, <a href=""https://www.artic.edu/exhibitions/6728/ivan-albright-1978""><em>Works from the Collection by Ivan Albright</em></a>, Oct. 21–Dec. 10, 1978, cat. 2, as <em>I Drew a Picture in the Sand and the Water Washed it Away (The Theosophist)</em>.",False,1927,Chicago Artists,Painting
93805,"Ivan Albright (American, 1897–1983)","I Walk To and Fro through Civilization and I Talk as I Walk (Follow Me, the Monk)","Art Institute of Chicago, <em>Paintings by George and Martin Baer and Ivan Le Lorraine Albright</em>, 1931, no. 24, as <em>He Verily Loveth Me and I Him</em>.

Chicago, <em>Grant Park Art Fair</em>, 1933, as <em>Verily, Verily He Loveth Me and I Him</em>.

Philadelphia, Pennsylvania Academy of Fine Arts, <em>128th Annual Exhibition</em>, Jan. 24–Mar. 19, 1933, cat. 116 (as <em>Verily, Verily He Loveth Me and I Him</em>).

White Sulphur Springs, West Virginia, Old White Art Gallery, Greenbriar Hotel, <em>Ivan Le Lorraine Albright</em>, July 1–Aug. 1, 1935, cat, 12, as <em>Verily, Verily He Loveth Me and I Him</em>.

New York, Museum of Modern Art, <em>American Realists and Magic Realists</em>, 1943, cat. 24 (as <em>I Walked to and fro through Civilization and I Talk as I Walk</em>).

New York, Associated American Artists Galleries, <em>First Joint Exhibition: The Albright Twins</em>, Mar. 29–Apr. 17, 1946, cat. 8, as <em>I Walked to and fro through Civilization and I Talk as I Walk</em>.

Chicago, Riccardo's Restaurant and Gallery, solo exhibition, Feb. 1953.

Art Institute of Chicago, <a href=""https://www.artic.edu/exhibitions/4281/ivan-albright-retrospective""><em>Ivan Albright Retrospective Exhibition</em></a>, Oct. 30–Dec. 27, 1964, cat. 12, as <em>I Walk to and fro through Civilization and I Talk as I Walk (Follow Me, the Monk)</em>; New York, Whitney Museum of American Art, Feb. 3–Mar. 21, 1965.

Art Institute of Chicago, <a href=""https://www.artic.edu/exhibitions/6728/ivan-albright-1978""><em>Works from the Collection by Ivan Albright</em></a>, Oct. 21–Dec. 10, 1978, cat. 1, as <em>I Walk to and fro through Civilization and I Talk as I Walk (Follow Me, the Monk)</em>.

Art Institute of Chicago, <a href=""https://www.artic.edu/exhibitions/8201/ivan-albright-1997""><em>Ivan Albright</em></a>, Feb. 20–May 11, 1997, cat.; New York, Metropolitan Museum of Art, <em>Ivan Albright: Magic Realist</em>, June 10–Sept. 7, 1997.

Art Institute of Chicago, <em>Flesh: Ivan Albright at the Art Institute of Chicago</em>, May 4–Aug. 5, 2018, no cat.",False,1926–27,Chicago Artists,Painting
93804,"Ivan Albright (American, 1897–1983)",The Lineman,"Art Institute of Chicago, <em>32nd Annual Exhibition by Artists of Chicago and Vicinity</em>, Feb. 9–Mar. 21, 1928, cat. 4, ill.

Pittsburgh, Carnegie Institute, <em>27th Annual International Exhibition of Paintings</em>, Ocotber 18–Dec. 9, 1928, cat. 120

Philadelphia, Pennsylvania Academy of Fine Arts, <em>The 124th Annual Exhibition</em>, Jan. 27–Mar. 17, 1929, cat. 99.

Chicago, Walden Book Shop Gallery, <em>The First Collected Exhibition of American Paintings by Ivan Le Lorraine Albright</em>, Aug. 15–Sept. 15, 1930, cat. 3.

Washington DC, Corcoran Gallery of Art, <em>13th Exhibition of Contemporary American Oil Paintings</em>, Dec. 4, 1932–Jan. 15, 1933, cat. 275.

New York, Whitney Museum, <em>Chicago Artists Exhibition</em>, Mar. 1933.

Chicago, Arts Club, <em>Annual Exhibition of Paintings by Professional Members</em>, 1934.

White Sulphur Springs, West Virginia, Old White Art Gallery, Greenbriar Hotel, <em>Ivan Le Lorraine Albright</em>, July 1–Aug. 1, 1935, cat. 11.

Minneapolis, <em>Minnesota State Fair Fine Arts Show</em>, 1936.

New York, <em>World's Fair</em>, 1939.

New York Historical Society, <em>Allied Artists of America, 31st Annual Exhibition</em>, Oct. 29–Nov. 26, cat. 41.

New York, National Academy of Design, <em>118th Annual Exhibition</em>, Mar. 29–Apr. 25, 1944, cat. 227.

New York, Associated American Artists Galleries, <em>First Joint Exhibition: The Albright Twins</em>, Oct. 22–Nov. 10, cat. 11.

Chicago, Riccasdo's Restaurant and Gallery, solo exhibition, 1953.

Art Institute of Chicago, <a href=""https://www.artic.edu/exhibitions/4281/ivan-albright-retrospective""><em>Ivan Albright Retrospective Exhibition</em></a>, Oct. 30–Dec. 27, 1964, cat. 1; New York, Whitney Museum of American Art, Feb. 3–Mar. 21, 1965.

Art Institute of Chicago, <a href=""https://www.artic.edu/exhibitions/6728/ivan-albright-1978""><em>Works from the Collection by Ivan Albright</em></a>, Oct. 21–Dec. 10, 1978, cat. 3.

Art Institute of Chicago, <a href=""https://www.artic.edu/exhibitions/8201/ivan-albright-1997""><em>Ivan Albright</em></a>, Feb. 20–May 11, 1997, cat.; New York, Metropolitan Museum of Art, <em>Ivan Albright: Magic Realist</em>, June 10–Sept. 7, 1997.

Art Institute of Chicago, <em>Flesh: Ivan Albright at the Art Institute of Chicago</em>, May 4–Aug. 5, 2018, no cat.",False,1927,Chicago Artists,Painting
93803,"Ivan Albright (American, 1897–1983)",Pray for These Little Ones (Perforce They Live Together),"Art Institute of Chicago, <a href=""https://www.artic.edu/exhibitions/6728/ivan-albright-1978""><em>Works from the Collection by Ivan Albright</em></a>, Oct. 21–Dec. 10, 1978, cat. 38.

Art Institute of Chicago, <a href=""https://www.artic.edu/exhibitions/8201/ivan-albright-1997""><em>Ivan Albright</em></a>, Feb. 20–May 11, 1997, cat.; New York, Metropolitan Museum of Art, <em>Ivan Albright: Magic Realist</em>, June 10–Sept. 7, 1997.

Art Institute of Chicago, <a href=""https://www.artic.edu/exhibitions/8525/poetics-of-scale-small-sized-works-from-the-collection-of-modern-and-contemporary-art""><em>Poetics of Scale: Small–Sized Works from the Collection of Modern and Contemporary Art</em></a>, June 3–Aug. 17, 2003, no. 2 [checklist only].",False,1973–74,Chicago Artists,Painting
93802,"Ivan Albright (American, 1897–1983)",A Face from Georgia,"Art Institute of Chicago, <a href=""https://www.artic.edu/exhibitions/6728/ivan-albright-1978""><em>Works from the Collection by Ivan Albright</em></a>, Oct. 21–Dec. 10, 1978, cat. 37.

Art Institute of Chicago, <a href=""https://www.artic.edu/exhibitions/8201/ivan-albright-1997""><em>Ivan Albright</em></a>, Feb. 20–May 11, 1997, cat. 23; New York, Metropolitan Museum of Art, <em>Ivan Albright: Magic Realist</em>, June 10–Sept. 7, 1997.",False,1970–74,Chicago Artists,Painting
93801,"Ivan Albright (American, 1897–1983)",Showcase Doll,"New York, Museum of Modern Art, <em>Americans 1943: Realists and Magic Realists</em>, Feb. 10–Mar. 21, 1943, not in cat., but appears in <a href=https://www.moma.org/calendar/exhibitions/2854?installation_image_index=17"">installation view</a> and on MoMA's <a href=""https://assets.moma.org/documents/moma_master-checklist_325367.pdf"">master checklist</a> (handwritten in as <em>The Showcase Doll That Was Never Painted</em>).

Art Institute of Chicago, <em>48th Annual Exhibition by Artists of Chicago and Vicinity</em>, Jan. 27–Mar. 5, 1944, cat. 5 (as <em>The Show Case Doll That Was Never Painted</em>).

Pittsburgh, Carnegie Institute, <em>Painting in the United States</em>, Oct. 12–Dec. 10, 1944, cat. 65 (<em>as The Showcase Doll That Was Never Painted</em>).

Art Institute of Chicago, <em>Ivan Albright Retrospective Exhibition</em>, Oct. 30–Dec. 27, 1964, cat. 50, ill.; Whitney Museum, Feb. 3–Mar. 31, 1965.

Hanover, New Hampshire, Dartmouth College, Hopkins Center, winter 1975–6.

Art Institute of Chicago, <a href=""https://www.artic.edu/exhibitions/6728/ivan-albright-1978""><em>Works from the Collection by Ivan Albright</em></a>, Oct. 21–Dec. 10, 1978, cat. 11.

Art Institute of Chicago, <em>Ivan Albright: Magic Realist</em>, Feb. 20–May 11, 1997; New York, Metropolitan Museum of Art, June 10–Sept. 7, 1997.

Art Institute of Chicago, <em>Flesh: Ivan Albright at the Art Institute of Chicago</em>, May 4–Aug. 5, 2018, no cat.",False,1931–32,Chicago Artists,Painting
93800,"Ivan Albright (American, 1897–1983)",Wherefore Now Ariseth the Illusion of a Third Dimension,"Philadelphia, The Art Club, <em>Annual Exhibition of Members of the Fellowship of the Pennsylvania Academy of Fine Arts</em>, Feb. 1934.

Washington DC, Corcoran Gallery of Art, <em>The 14th Biennial Exhibition of Contemporary American Oil Paintings</em>, Mar. 24–May 5, 1935, cat. 214.

Pittsburgh, Carnegie Institute, <em>The 1937 International Exhibition of Paintings</em>, Oct. 14–Dec. 5, 1937, cat. 97.

Philadelphia, Pennsylvania Academy of Fine Arts, <em>133rd Annual Exhibition of Paintings and Sculpture</em>, Jan. 30–Mar. 6, 1938, cat. 23.

Chicago, The Arts Club, <em>Exhibition of Professional Members</em>, Apr. 24–May 13, 1939.

New York, Museum of Modern Art, <em>American Realists and Magic Realists</em>, 1943, cat. 31, ill. p. 25.

New York, Rockefeller Center, <em>Second Annual Portrait of America Exhibition</em>, 1946; Seattle and Phoenix, cat. 1.

New York, National Arts Club, <em>The Allied Artists of America, 34th Annual Exhibition</em>, Oct. 5–26, 1947, cat. 91.

New York, Metropolitan Museum of Art, <em>American Painting Today</em>, 1950, cat. 3, pl. 10.

Philadelphia, Pennsylvania Academy of Fine Arts, <em>151st Annual Exhibition of Paintings and Sculpture</em>, Jan. 22–Feb. 26, 1956, cat. 14.

Art Institute of Chicago, <a href=""https://www.artic.edu/exhibitions/4281/ivan-albright-retrospective""><em>Ivan Albright Retrospective Exhibition</em></a>, Oct. 30–Dec. 27, 1964, cat. 17; New York, Whitney Museum of American Art, Feb. 3–Mar. 21, 1965.

Hanover, New Hampshire, Dartmouth College, Hopkins Center, Dec. 12, 1975–Jan. 11, 1976.

Art Institute of Chicago, <a href=""https://www.artic.edu/exhibitions/6728/ivan-albright-1978""><em>Works from the Collection by Ivan Albright</em></a>, Oct. 21–Dec. 10, 1978, cat. 10.

Chicago, Richard L. Feigen Gallery, <em>Ivan Albright</em>, Sept. 9–Oct. 15, 1988. 

Art Institute of Chicago, <a href=""https://www.artic.edu/exhibitions/8201/ivan-albright-1997""><em>Ivan Albright</em></a>, Feb. 20–May 11, 1997, cat.; New York, Metropolitan Museum of Art, <em>Ivan Albright: Magic Realist</em>, June 10–Sept. 7, 1997.

Munich, Germany, Kunsthalle de Hypo–Kulturstiftung, <em>Realism in the Twentieth Century</em>, June 1–Septmber 2, 2001. 

Philadelphia Museum of Art, <em>Audubon to Warhol: The Art of American Still Life</em>, Oct. 27, 2015–Jan. 10, 2016, cat. 115.

Toledo, OH, Toledo Museum of Art, <em>Supernatural America: The Paranormal in American Art</em>, June 12–Sept. 5, 2021; Louisville, KY, Speed Art Museum, Oct. 7, 2021–Jan. 2, 2022; Minneapolis, MN, Minneapolis Insittute of Art, Feb. 19–May 15, 2022.",False,1931,Chicago Artists,Painting
93799,"Ivan Albright (American, 1897–1983)",The Temptation of St. Anthony,"Organized by American Federation of Arts, <em>Bel Ami International Exhibition</em>, New York, Knoedler's, Jul–Sept. 1946; Washington DC, Crosby Gallery of Modern Art, Oct. 10–24, 1946; Boston, Stuart Art Gallery, Nov. 1946;Chicago, Associated American Artists, Feb. 4–16, 1947; Brussels, June 1947.

Art Institute of Chicago, <em>52nd Annual Exhibition by Artists of Chicago and Vicinity</em>, June 17–Aug. 15, 1948, cat. 3.

Pittsburgh, Carnegie Institute, <em>Painting in the United States</em>, Oct. 14–Dec. 12, 1948, cat. 29.

Chicago, <em>Associated American Artists</em>, 1948.

New York, Whitney Museum, <em>Annual Exhibition of American Contemporary Painting</em>, Nov. 10–Dec. 31, 1950, cat. 2.

San Francisco Museum of Art, <em>Expressionism</em>, 1956; Minneapolis, Walker Art Center.

Art Institute of Chicago, <em>Ivan Albright: A Retrospective</em>, Oct. 30, 1964–Dec. 27, 1965; New York, Whitney Museum of American Art, Feb. 3–Mar. 21, 1965, cat. 30.

New York, Whitney Museum of American Art, <em>Human Concerns/Personal Torment: the Grotesque in American Art</em>, Oct. 14–Nov. 30, 1969; Berkeley, University of California, University Art Museum, Jan. 20–Mar. 1, 1970, cat. 2.

Hanover, New Hampshire, Dartmouth College, Hopkins Center, 1975–76.

Art Institute of Chicago, <a href=""https://www.artic.edu/exhibitions/6728/ivan-albright-1978""><em>Works from the Collection by Ivan Albright</em></a>, Oct. 21–Dec. 10, 1978, cat. 23.

Cologne, Germany, <em>Bel Ami International Art Competition</em>, May 30–Aug. 16, 1981.

Munich, Germany, Haus der Kunst, <em>Amerikanische Malerei 1930–1980</em>, Nov. 14, 1981–Jan. 31, 1982, cat. 108.

New York, American Academy and Institute of Arts and Letters, <em>Memorial Exhibition of Deceased Members</em>, Nov. 18–Dec. 15, 1985, cat. 1.

Chicago, Richard L. Feigen & Co., <em>The Art of the Grotesque and Fantastic</em>, Feb. 4–Mar. 31, 1987.

Art Institute of Chicago, <em>Ivan Albright: Magic Realist</em>, Feb. 20–May 11, 1997; New York, Metropolitan Museum of Art, June 10–Sept. 7, 1997.",False,1945–46,Chicago Artists,Painting
93798,"Ivan Albright (American, 1897–1983)",Picture of Dorian Gray,"Art Institute of Chicago, <em>Fifty–Sixth Annual American Exhibition of Paintings</em>, Oct. 25, 1945–Jan. 1, 1946, cat. 2, ill. pl. VI.

Chicago, Associated American Artists Galleries, <em>The Albright Twins First Joint Chicago Exhibition</em>, Mar. 29–Apr. 17, 1946, cat.

Chicago, Riccardo’s Restaurant and Gallery, 1946.

Pittsburgh, Carnegie Institute, <em>Painting in the United States</em>, Oct. 11–Dec. 8, 1946, cat. 101, ill. pl. 84.

Springfield, Illinois State Fair, <em>First Annual Exhibition by Artists of the Old Northwest Territory, Ohio, Indiana, Michigan, Wisconsin, Illinois</em>, Aug. 8–17, 1947, cat. 2, ill. p. 2.

Chicago, Marshall Field & Co. Galleries, <em>Exhibition of Winners of the Illinois State Fair (and Dorian Gray)</em>, Sept. 1947.

Miami, Fla. <em>Work exhibited at The Cadillac Hotel and Lord Tarleton Hotel, sponsored by the Advertising Artists Guild of Miami</em>, Dec. 1947.

Chicago, Riccardo’s Restaurant and Gallery, <em>Albright Family Exhibition (works by Ivan, Malvin and Adam)</em>, 1950.

Art Institute of Chicago, <a href=""https://www.artic.edu/exhibitions/4281/ivan-albright-retrospective""><em>Ivan Albright Retrospective Exhibition</em></a>, Oct. 30–Dec. 27, 1964, cat. 29; New York, Whitney Museum of American Art, Feb. 3–Mar. 21, 1965.

Hanover, New Hampshire, Dartmouth College, Hopkins Center, Beaumont–May Gallery, <em>Visitors Forum Show</em>, Aug. 1970.

Omaha, Joslyn Art Museum, <em>The Thirties Decade: American Artists and Their European Contemporaries</em>, Oct. 10–Nov. 28, 1971, cat. 1, ill.

Woodstock, Vermont, Universalist Church, <em>Art on Church Street</em>, June 1975.

Art Institute of Chicago, <a href=""https://www.artic.edu/exhibitions/6728/ivan-albright-1978""><em>Works from the Collection by Ivan Albright</em></a>, Oct. 21–Dec. 10, 1978, cat. 22.

Munich, Germany, Haus Der Kunst, <em>Amerikanische Malerei, 1930–1980</em>, Nov. 14, 1981–Jan. 31, 1982, cat. 99, ill. p. 104.

New York, American Academy and Institute of Arts and Letters, <em>Memorial Exhibition of Deceased Members</em>, Nov. 18–Dec. 15, 1985, cat. 14, ill. p. 2.

Turin, Italy, Lingotto S.R.L., <em>Arte Americana 1930–1970</em>, Jan. 8–Mar. 31, 1992, ill. p. 51.

Berlin, Neue Nationalgalerie, <em>George Grosz: Berlin – New York</em>, Dec. 21, 1994–Apr. 17, 1995; Düsseldorf, Kunstsammlung Nordrhein–Westfalen, May 6–July 30, 1995; Stuttgart, Staatsgalerie Stuttgart, Sept. 7–Dec. 3, 1995, cat. 23, ill.

Art Institute of Chicago, <a href=""https://www.artic.edu/exhibitions/8201/ivan-albright-1997""><em>Ivan Albright</em></a>, Feb. 20–May 11, 1997, cat. 41; New York, Metropolitan Museum of Art, <em>Ivan Albright: Magic Realist</em>, June 10–Sept. 7, 1997.

Milwaukee Art Museum, <em>The Picture of Dorian Gray</em>, Jan. 22–Feb. 21, 1999, in conjunction with Florentine Opera Event, no cat.

Art Institute of Chicago, <em>Flesh: Ivan Albright at the Art Institute of Chicago</em>, May 4–Aug. 5, 2018, no cat.",True,1943–44,Chicago Artists,Painting
93797,"Ivan Albright
American, 1897-1983","The White Cedar Shingling of My Studio at 47 Elm Street, Woodstock, Vermont",,False,1964,Chicago Artists,Drawing and Watercolor
93795,"Ivan Albright
American, 1897-1983",The Old Woodstock Inn,,False,1968,Chicago Artists,Drawing and Watercolor
93794,"Ivan Albright
American, 1897-1983",The Red Barn Walked Around Me,,False,1968,Chicago Artists,Drawing and Watercolor
93793,"Ivan Albright
American, 1897-1983","First a Church, Then a Lumberyard, Woodstock, Vermont",,False,1969,Chicago Artists,Drawing and Watercolor
93792,"Ivan Albright
American, 1897-1983","Elm Street Bridge, Woodstock, Vermont",,False,1965,Chicago Artists,Drawing and Watercolor
93791,"Ivan Albright
American, 1897-1983",This is Jill,,False,1975,Chicago Artists,Drawing and Watercolor
93790,"Ivan Albright
American, 1897-1983",The Snow Moves Through the Trees-the Trees Move Through the Snow,,False,1972,Chicago Artists,Drawing and Watercolor
83905,"Ivan Albright (American, 1897–1983)",That Which I Should Have Done I Did Not Do (The Door),"Pittsburgh, Carnegie Institute, <em>1938 International Exhibition of Paintings</em>, Oct. 13–Dec. 4, 1938, cat. 2.

Washington, DC, Corcoran Gallery of Art, <em>Seventeenth Biennial Exhibition of Contemporary American Oil Paintings</em>, Mar. 23–May 4, 1941, p. 43, cat. 48.

Art Institute of Chicago, <em>Fifty–Second Annual Exhibition of American Paintings and Sculpture</em>, Oct. 30, 1941–Jan. 4, 1942, cat. 2, pl. 7.

New York, Metropolitan Museum of Art, <em>Artists for Victory: An Exhibition of Contemporary American Art</em>, Dec. 7, 1942–Feb. 22, 1943, no cat. no., as <em>That Which I Should Have Done, I Did Not Do</em>.

New York, Museum of Modern Art, <em>American Realists and Magic Realists</em>, Feb. 10–Mar. 21, 1943, p. 63, cat. 34; Buffalo, Albright Gallery, Apr. 5–May 5; Minneapolis Institute of Arts, July 1–30; San Francisco Museum of Art, Aug. 23–Sept. 19; Art Gallery of Toronto, Nov. 12–Dec. 19; Cleveland Museum of Art, Jan. 1–29, 1944.

New York, Museum of Modern Art, <em>Art in Progress</em>, May 24–Oct. 8, 1944, 109, 218 (ill.).

New York, Associated American Artists Galleries, <em>The Albright Twins</em>, Oct. 22–Nov. 10, 1945, cat. 1.

Chicago, Associated American Artists Galleries, <em>The Albright Twins First Joint Chicago Exhibition</em>, Mar. 29–Apr. 17, 1946, cat. 2.

London, Tate Gallery, <em>American Painting</em>, June 1–July 31, 1946, p. 9, cat. 1.

Paris, Musée National d’art Moderne, <em>12 peintres et sculpteurs: Américains contemporains</em>, Apr–June 1953, cat. 3.

Art Institute of Chicago, <a href=""https://www.artic.edu/exhibitions/4071/two-centuries-of-american-art-1750-1950""><em>Two Centuries of American Art, 1750-1950</em></a>, Oct. 1, 1959–Jan. 10, 1960, no cat. [downloadable checklist available].

City Art Museum of St. Louis, <em>200 Years of American Painting</em>, Apr. 1–May 31, 1964, p. 44 (ill.).

New York, Whitney Museum of American Art, <em>Between the Fairs: 25 Years of American Art</em>, 1939–1964, June 24–Sept. 23, 1964, pp. 16, 85 (ill). 

Art Institute of Chicago, <a href=""https://www.artic.edu/exhibitions/4281/ivan-albright-retrospective""><em>Ivan Albright Retrospective Exhibition</em></a>, Oct. 30–Dec. 27, 1964, cat. 18; New York, Whitney Museum of American Art, Feb. 3–Mar. 21, 1965.

Art Institute of Chicago, <em>Art in Illinois: In Honor of the Illinois Sesquicentennial</em>, June 15–Sept. 8, 1968 (no cat.).

Art Institute of Chicago, <a href=""https://www.artic.edu/exhibitions/6728/ivan-albright-1978""><em>Works from the Collection by Ivan Albright</em></a>, Oct. 21–Dec. 10, 1978, cat. 12.

Art Institute of Chicago, <em>100 Artists/100 Years: Alumni of the School of the Art Institute of Chicago</em>, Nov. 23, 1979–Jan. 20, 1980, pp. 11, 62, cat. 4 (ill.).

Art Institute of Chicago, <a href=""https://www.artic.edu/exhibitions/8201/ivan-albright-1997""><em>Ivan Albright</em></a>, Feb. 20–May 11, 1997, cat. 24; New York, Metropolitan Museum of Art, <em>Ivan Albright: Magic Realist</em>, June 10–Sept. 7, 1997.",False,1931–41,Chicago Artists,Painting
78508,"Ivan Albright (American, 1897–1983)
Cast by Roman Bronze Works (American, founded 1897)",Head of Adam Emory Albright,"Art Institute of Chicago, <em>Ivan Albright: a Retrospective Exhibition</em>, Oct. 30–Dec. 27, 1964.

Art Institute of Chicago, <em>Mary and Earle Ludgin Collection</em>, Sept. 11–Oct. 31, 1982, no cat.",False,"1935–36, cast 1952",Chicago Artists,Sculpture
73326,"Ivan Albright
American, 1897-1983",Ranch Wyoming,,False,1946,Chicago Artists,Drawing and Watercolor
73325,"Ivan Albright
American, 1897-1983","Mt. Semeru, Jadka-kura, Java",,False,1969,Chicago Artists,Drawing and Watercolor
64331,"Ivan Albright
American, 1897-1983",Self-Portrait at 55 East Division Street,,False,1947,Prints and Drawings,Print
64329,"Ivan Albright
American, 1897-1983",Michigan Summer Days,,False,n.d.,Chicago Artists,Drawing and Watercolor
64328,"Ivan Albright
American, 1897-1983",Josephine and Adam,,False,1947,Chicago Artists,Drawing and Watercolor
64322,"Ivan Albright
American, 1897-1983",Hail to the Pure,,False,1977,Chicago Artists,Print
64316,"Ivan Albright
American, 1897-1983",Follow Me,,False,1948,Chicago Artists,Print
62656,"Ivan Albright
American, 1897-1983",Maine Coast,,False,1940,Chicago Artists,Drawing and Watercolor
62330,"Ivan Albright (American, 1897–1983)",Head of My Father,"Art Institute of Chicago, <em>Mary and Earle Ludgin Collection</em>, Sept. 11–Oct. 31, 1982, no cat.

Art Institute of Chicago, <em>Flesh: Ivan Albright at the Art Institute of Chicago</em>, May 4–Aug. 5, 2018, no cat.",False,1935–36,Chicago Artists,Sculpture
